Date,GLD,USO
20101220,135.11,38.05
20101221,135.32,38.29
20101222,135.05,38.64
20101223,134.66,38.98
20101227,135.02,38.71
20101228,137.22,38.91
20101229,137.71,38.82
20101230,137.03,38.12
20101231,138.72,39
20110103,138,39.05
20110104,134.75,38.08
20110105,134.37,38.52
20110106,133.83,37.68
20110107,133.58,37.67
20110110,134.12,38.17
20110111,134.91,38.88
20110112,135.46,38.99
20110113,134.05,38.65
20110114,132.69,38.92
20110118,133.43,38.73
20110119,133.72,38.54
20110120,131.2,37.57
20110121,131.03,37.51
20110124,130.36,36.93
20110125,130.1,36.27
20110126,131.16,36.85
20110127,127.93,35.94
20110128,130.28,37.58
20110131,129.87,38.61
20110201,130.8,38.07
20110202,130.45,38.18
20110203,132.2,38.09
20110204,131.66,37.34
20110207,131.68,36.66
20110208,133.14,36.64
20110209,133.07,36.5
20110210,132.85,36.54
20110211,132.32,36.05
20110214,132.95,35.88
20110215,133.97,35.39
20110216,134.1,35.53
20110217,135.04,36.06
20110218,135.41,36.36
20110222,136.29,38.49
20110223,137.51,39.8
20110224,136.48,38.97
20110225,137.38,39.68
20110228,137.66,39.19
20110301,140.03,40.48
20110302,139.92,41.39
20110303,138.09,41.18
20110304,139.35,42.33
20110307,139.72,42.37
20110308,139.36,42.31
20110309,139.41,42.05
20110310,137.77,41.4
20110311,138.22,40.69
20110314,138.86,40.91
20110315,136.27,39.39
20110316,136.24,39.68
20110317,136.97,40.69
20110318,138.37,40.97
20110321,139.14,41.13
20110322,139.05,41.93
20110323,140.34,42.11
20110324,139.22,42.05
20110325,139.26,42.18
20110328,138.54,41.42
20110329,138.21,41.83
20110330,138.67,41.66
20110331,139.86,42.6
20110401,139.2,43.17
20110404,139.84,43.26
20110405,142.05,43.1
20110406,142.38,43.37
20110407,142.51,43.99
20110408,143.66,45.15
20110411,142.64,43.64
20110412,141.61,42.3
20110413,141.9,42.75
20110414,143.81,43.28
20110415,145.05,43.71
20110418,145.93,42.88
20110419,145.93,42.95
20110420,146.5,44.22
20110421,146.74,44.57
20110425,146.87,44.53
20110426,146.38,44.48
20110427,149.2,45.02
20110428,149.82,44.83
20110429,152.37,45.15
20110502,150.41,44.93
20110503,149.88,44.08
20110504,147.73,43.26
20110505,143.47,39.32
20110506,145.3,38.87
20110509,147.38,40.87
20110510,147.9,41.08
20110511,146.54,39.35
20110512,146.59,39.28
20110513,145.63,39.44
20110516,145.37,38.51
20110517,144.74,38.55
20110518,145.6,39.5
20110519,145.65,39.07
20110520,147.49,39.47
20110523,147.83,38.47
20110524,148.59,39.28
20110525,148.58,39.93
20110526,148.22,39.6
20110527,149.7,39.71
20110531,149.64,40.5
20110601,149.91,39.52
20110602,149.5,39.68
20110603,150.22,39.66
20110606,150.48,39
20110607,150.42,39.05
20110608,149.81,39.85
20110609,150.56,40.14
20110610,149.24,39.07
20110613,147.77,38.26
20110614,148.67,39.1
20110615,149.12,37.58
20110616,148.97,37.42
20110617,149.94,36.63
20110620,150.03,36.72
20110621,150.76,36.79
20110622,150.99,37.1
20110623,148.34,36.01
20110624,146.26,35.81
20110627,145.73,35.64
20110628,146.24,36.42
20110629,147.18,37.23
20110630,146,37.24
20110701,144.93,37.15
20110705,147.63,37.96
20110706,148.91,37.89
20110707,149.15,38.61
20110708,150.25,37.8
20110711,151.59,37.29
20110712,152.77,37.93
20110713,154.14,38.35
20110714,154.54,37.55
20110715,155.2,38.13
20110718,156.57,37.59
20110719,154.66,38.25
20110720,156.02,38.4
20110721,154.83,38.72
20110722,156.12,38.93
20110725,157.34,38.68
20110726,157.77,38.81
20110727,157.19,37.97
20110728,157.32,37.91
20110729,158.29,37.42
20110801,157.72,37.2
20110802,161.52,36.4
20110803,161.49,35.86
20110804,160.64,33.73
20110805,161.75,33.95
20110808,167.12,31.51
20110809,168.61,31.62
20110810,174.58,31.78
20110811,170.75,33.3
20110812,169.97,33.23
20110815,171.8,34.22
20110816,173.92,33.83
20110817,174.42,34.01
20110818,177.72,31.72
20110819,179.95,32.12
20110822,184.59,32.72
20110823,177.67,33.42
20110824,171.65,33.08
20110825,172.36,32.97
20110826,177.47,33.15
20110829,173.89,33.96
20110830,179.1,34.44
20110831,177.72,34.51
20110901,177.87,34.47
20110902,183.24,33.64
20110906,182.9,33.59
20110907,177.08,34.69
20110908,181.81,34.46
20110909,180.7,33.85
20110912,176.67,34.42
20110913,178.54,34.85
20110914,177.21,34.34
20110915,174.4,34.6
20110916,176.03,34.14
20110919,173.31,33.29
20110920,175.78,33.43
20110921,173.59,32.92
20110922,169.05,31.13
20110923,159.8,31.09
20110926,157.58,31.47
20110927,160.63,32.37
20110928,156.22,31.25
20110929,157.7,31.97
20110930,158.06,30.49
20111003,160.96,29.74
20111004,157.64,29.91
20111005,159.46,30.84
20111006,160.49,31.98
20111007,159.18,32.04
20111010,163.27,33.24
20111011,162.1,33.01
20111012,163.26,32.92
20111013,162.3,32.65
20111014,163.4,33.87
20111017,162.62,33.43
20111018,161.84,34.15
20111019,159.87,33.31
20111020,157.77,33.33
20111021,159.52,33.85
20111024,161.02,35.38
20111025,165.59,35.8
20111026,167.4,35.06
20111027,169.55,36.21
20111028,169.62,36.03
20111031,167.34,35.74
20111101,167.38,35.2
20111102,169.06,35.67
20111103,171.72,36.32
20111104,170.85,36.46
20111107,174.98,37.09
20111108,173.53,37.43
20111109,172.07,37
20111110,171.14,37.72
20111111,173.96,38.21
20111114,173.2,37.86
20111115,173.36,38.43
20111116,171.51,39.34
20111117,167.1,38.23
20111118,167.62,37.82
20111121,163.5,37.59
20111122,165.31,37.82
20111123,164.83,37.16
20111125,163.4,37.16
20111128,166.63,37.85
20111129,166.88,38.55
20111130,170.13,38.78
20111201,169.63,38.61
20111202,169.82,39.03
20111205,167.32,39.01
20111206,168.18,39
20111207,169.4,38.81
20111208,165.98,37.78
20111209,166.4,38.5
20111212,161.99,37.88
20111213,158.45,38.61
20111214,152.89,36.66
20111215,152.33,36.13
20111216,155.23,36.27
20111219,154.87,36.2
20111220,156.98,37.56
20111221,157.16,38.11
20111222,156.04,38.28
20111223,156.31,38.49
20111227,154.91,39.06
20111228,151.03,38.34
20111229,150.34,38.41
20111230,151.99,38.11
20120103,155.92,39.69
20120104,156.71,39.77
20120105,157.78,39.17
20120106,157.2,39.22
20120109,156.5,39.08
20120110,158.64,39.34
20120111,159.67,38.92
20120112,160.38,38.06
20120113,159.26,38.16
20120117,160.5,38.79
20120118,161.6,38.83
20120119,161.22,38.69
20120120,162.07,37.78
20120123,163.16,38.39
20120124,162.01,38.1
20120125,166.42,38.35
20120126,167.27,38.37
20120127,168.97,38.3
20120130,168.03,38.01
20120131,169.31,37.82
20120201,169.56,37.38
20120202,171.05,37.13
20120203,167.64,37.59
20120206,167.18,37.33
20120207,169.7,37.95
20120208,168.5,38.04
20120209,168.02,38.33
20120210,167.14,38.02
20120213,167.51,38.69
20120214,167.12,38.84
20120215,168.11,39.18
20120216,168,39.28
20120217,167.35,39.75
20120221,171.02,40.58
20120222,172.94,40.59
20120223,173.02,41.37
20120224,172.23,42.01
20120227,171.7,41.18
20120228,173.49,40.79
20120229,164.29,40.92
20120301,166.61,41.75
20120302,166.34,40.77
20120305,165.65,40.97
20120306,162.7,40.13
20120307,163.63,40.61
20120308,165.28,40.82
20120309,166.38,41.09
20120312,165.07,40.7
20120313,162.3,40.83
20120314,159.57,40.41
20120315,161.08,40.28
20120316,161.3,41.03
20120319,161.59,41.29
20120320,160.13,40.43
20120321,160.21,40.66
20120322,159.57,40.14
20120323,161.53,40.69
20120326,164.4,40.77
20120327,163.24,40.71
20120328,161.51,40.19
20120329,161.28,39.29
20120330,162.12,39.23
20120402,162.94,40.03
20120403,159.89,39.66
20120404,157.21,38.84
20120405,158.31,39.26
20120409,159.37,38.97
